File accession	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Tissue_short	Age_short	Sex_short	Rep_short	Sample	Biological replicate(s)	Biosample type	Biosample organism	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR				Sample
ENCFF938LYK	mm10	ENCSR976DKW	total RNA-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002305	layer of hippocampus	HC	10	M	2	HC_10_M_2	2	tissue	Mus musculus	RNA					reverse	6/17/21	ENCODE			2	2_1	"/files/ENCFF363TFV/, /files/ENCFF120ALQ/"	11877908	ENCODE Processing Pipeline	50f8d20938d68e1beed53d319f0edd8b		https://www.encodeproject.org/files/ENCFF628KGS/@@download/ENCFF628KGS.tsv	M21			released	s3://encode-public/2021/05/24/4a11003a-7d54-4c7d-b2c9-ca224605589f/ENCFF628KGS.tsv	ENCODE4 v1.2.3 mm10 M21	released							HC_10_M_2
ENCFF938LYK	mm10	ENCSR137GMB	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	NTR:0000646	left cerebral cortex	C	6m	M	1	C_6m_M_1	1	tissue	Mus musculus	polyadenylated mRNA					unstranded	11/30/21	ENCODE	chemical (Nextera tagmentation)	<200	1	1_1	"/files/ENCFF939CON/, /files/ENCFF363TFV/"	11937126	ENCODE Processing Pipeline	0fccd8355f8fec1ef4b7e37ac98336b2		https://www.encodeproject.org/files/ENCFF139ORM/@@download/ENCFF139ORM.tsv	M21			released	s3://encode-public/2021/11/23/0d62c68d-0918-4679-8ac7-324febb87da8/ENCFF139ORM.tsv	ENCODE4 v1.2.3 mm10 M21	released							C_6m_M_1
ENCFF938LYK	mm10	ENCSR137GMB	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	NTR:0000646	left cerebral cortex	C	6m	M	2	C_6m_M_2	2	tissue	Mus musculus	polyadenylated mRNA					unstranded	11/30/21	ENCODE	chemical (Nextera tagmentation)	<200	2	2_1	"/files/ENCFF648RCU/, /files/ENCFF363TFV/"	11920784	ENCODE Processing Pipeline	90f7d2d250cec33688096df12f72f483		https://www.encodeproject.org/files/ENCFF212LQU/@@download/ENCFF212LQU.tsv	M21			released	s3://encode-public/2021/11/23/e551e218-fc77-4c75-b82a-9c358583ee4c/ENCFF212LQU.tsv	ENCODE4 v1.2.3 mm10 M21	released							C_6m_M_2
ENCFF938LYK	mm10	ENCSR219ZXZ	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	C	2m	F	1	C_2m_F_1	1	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			1	1_1	"/files/ENCFF363TFV/, /files/ENCFF793KOI/"	11878726	ENCODE Processing Pipeline	0def62ceab5efb0ebe549c599a0f038f		https://www.encodeproject.org/files/ENCFF404SAA/@@download/ENCFF404SAA.tsv	M21			released	s3://encode-public/2021/07/21/db602e3b-ee3c-47e0-bc36-4d5a9b1e3a4e/ENCFF404SAA.tsv	ENCODE4 v1.2.3 mm10 M21	released							C_2m_F_1
ENCFF938LYK	mm10	ENCSR219ZXZ	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	C	2m	F	2	C_2m_F_2	2	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			2	2_1	"/files/ENCFF023NZH/, /files/ENCFF363TFV/"	11879963	ENCODE Processing Pipeline	cc928c21139e5173fa7268e145998810		https://www.encodeproject.org/files/ENCFF806DOB/@@download/ENCFF806DOB.tsv	M21			released	s3://encode-public/2021/07/21/cdf1d028-d8ff-46aa-b683-efe9046bb203/ENCFF806DOB.tsv	ENCODE4 v1.2.3 mm10 M21	released							C_2m_F_2
ENCFF938LYK	mm10	ENCSR248KDJ	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	C	25	F	1	C_25_F_1	1	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			1	1_1	"/files/ENCFF363TFV/, /files/ENCFF325IBP/"	11877889	ENCODE Processing Pipeline	8c01268f11e0ccc4d318771719257568		https://www.encodeproject.org/files/ENCFF759EMR/@@download/ENCFF759EMR.tsv	M21			released	s3://encode-public/2021/07/21/f75f51be-362b-4172-8e7f-a31841906a67/ENCFF759EMR.tsv	ENCODE4 v1.2.3 mm10 M21	released							C_25_F_1
ENCFF938LYK	mm10	ENCSR248KDJ	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	C	25	F	2	C_25_F_2	2	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			2	2_1	"/files/ENCFF574SVH/, /files/ENCFF363TFV/"	11869849	ENCODE Processing Pipeline	975e38158c25810644fa3d54c9cb4eab		https://www.encodeproject.org/files/ENCFF476AFO/@@download/ENCFF476AFO.tsv	M21			released	s3://encode-public/2021/07/21/bb6626e5-d65d-437a-827d-e859e9a87097/ENCFF476AFO.tsv	ENCODE4 v1.2.3 mm10 M21	released							C_25_F_2
ENCFF938LYK	mm10	ENCSR299GYD	total RNA-seq	/mouse-donors/ENCDO996MUL/	NTR:0000646	left cerebral cortex	C	8m	M	1	C_8m_M_1	1	tissue	Mus musculus	RNA					reverse	2/23/22	ENCODE			1	1_1	"/files/ENCFF363TFV/, /files/ENCFF332NIS/"	11882395	ENCODE Processing Pipeline	69e00b55bd82370b3e1f8003fe5cb7c1		https://www.encodeproject.org/files/ENCFF120SZB/@@download/ENCFF120SZB.tsv	M21			released	s3://encode-public/2022/02/10/0b3573ec-e16c-4f8a-b6c8-32b297ceff9b/ENCFF120SZB.tsv	ENCODE4 v1.2.4 mm10 M21	released							C_8m_M_1
ENCFF938LYK	mm10	ENCSR299GYD	total RNA-seq	/mouse-donors/ENCDO996MUL/	NTR:0000646	left cerebral cortex	C	8m	M	2	C_8m_M_2	2	tissue	Mus musculus	RNA					reverse	2/23/22	ENCODE			2	2_1	"/files/ENCFF363TFV/, /files/ENCFF690EBN/"	11879988	ENCODE Processing Pipeline	49453ef13e3395bcf2b53631d0f0249c		https://www.encodeproject.org/files/ENCFF076AUQ/@@download/ENCFF076AUQ.tsv	M21			released	s3://encode-public/2022/02/10/427e9860-824c-4408-a953-88d0ec1fe5f6/ENCFF076AUQ.tsv	ENCODE4 v1.2.4 mm10 M21	released							C_8m_M_2
ENCFF938LYK	mm10	ENCSR321WYK	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	C	10	F	1	C_10_F_1	1	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			1	1_1	"/files/ENCFF363TFV/, /files/ENCFF566FKB/"	11877172	ENCODE Processing Pipeline	7354ab28dcad09d328216a08bd1fee77		https://www.encodeproject.org/files/ENCFF429GAO/@@download/ENCFF429GAO.tsv	M21			released	s3://encode-public/2021/07/21/e4fc9972-817e-4efc-8826-597a4346d044/ENCFF429GAO.tsv	ENCODE4 v1.2.3 mm10 M21	released							C_10_F_1
ENCFF938LYK	mm10	ENCSR321WYK	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	C	10	F	2	C_10_F_2	2	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			2	2_1	"/files/ENCFF363TFV/, /files/ENCFF323FDV/"	11880819	ENCODE Processing Pipeline	700436064fe4e14a6df2d0263234973e		https://www.encodeproject.org/files/ENCFF557BVU/@@download/ENCFF557BVU.tsv	M21			released	s3://encode-public/2021/07/21/90672c60-10d9-4e77-8d5c-b3bd1b894d08/ENCFF557BVU.tsv	ENCODE4 v1.2.3 mm10 M21	released							C_10_F_2
ENCFF938LYK	mm10	ENCSR496PRU	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	C	2m	M	1	C_2m_M_1	1	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			1	1_1	"/files/ENCFF826PRA/, /files/ENCFF363TFV/"	11882109	ENCODE Processing Pipeline	e240c31926de484ee97f8a8c357bac48		https://www.encodeproject.org/files/ENCFF894GZG/@@download/ENCFF894GZG.tsv	M21			released	s3://encode-public/2021/07/21/cb994914-adaf-4f06-be8d-86923be3782e/ENCFF894GZG.tsv	ENCODE4 v1.2.3 mm10 M21	released							C_2m_M_1
ENCFF938LYK	mm10	ENCSR496PRU	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	C	2m	M	2	C_2m_M_2	2	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			2	2_1	"/files/ENCFF524PSR/, /files/ENCFF363TFV/"	11879792	ENCODE Processing Pipeline	8954f3417753da784a8533dd4487564f		https://www.encodeproject.org/files/ENCFF062FKP/@@download/ENCFF062FKP.tsv	M21			released	s3://encode-public/2021/07/21/6b1cb041-a95d-4e9f-9a83-fda7028cb0bd/ENCFF062FKP.tsv	ENCODE4 v1.2.3 mm10 M21	released							C_2m_M_2
ENCFF938LYK	mm10	ENCSR516DAX	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	C	10	M	1	C_10_M_1	1	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			1	1_1	"/files/ENCFF264WGK/, /files/ENCFF363TFV/"	11878173	ENCODE Processing Pipeline	0ec7c3cf3abd5763331be800350821c5		https://www.encodeproject.org/files/ENCFF970MSL/@@download/ENCFF970MSL.tsv	M21			released	s3://encode-public/2021/07/21/f4492924-315f-49ed-8ffd-2599b483187c/ENCFF970MSL.tsv	ENCODE4 v1.2.3 mm10 M21	released							C_10_M_1
ENCFF938LYK	mm10	ENCSR516DAX	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	C	10	M	2	C_10_M_2	2	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			2	2_1	"/files/ENCFF363TFV/, /files/ENCFF653CXV/"	11877259	ENCODE Processing Pipeline	81c821013330faab088d4bfab963f8c1		https://www.encodeproject.org/files/ENCFF716QIE/@@download/ENCFF716QIE.tsv	M21			released	s3://encode-public/2021/07/21/b691e224-d06f-40f7-b519-56e67ce2c702/ENCFF716QIE.tsv	ENCODE4 v1.2.3 mm10 M21	released							C_10_M_2
ENCFF938LYK	mm10	ENCSR702MVT	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	C	14	M	1	C_14_M_1	1	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			1	1_1	"/files/ENCFF375OQW/, /files/ENCFF363TFV/"	11874015	ENCODE Processing Pipeline	1b7e4686ca25b55bdbb5adaaed736f84		https://www.encodeproject.org/files/ENCFF820VTQ/@@download/ENCFF820VTQ.tsv	M21			released	s3://encode-public/2021/07/21/8e4fae56-cc50-4b6b-98b9-d97d27bd2e48/ENCFF820VTQ.tsv	ENCODE4 v1.2.3 mm10 M21	released							C_14_M_1
ENCFF938LYK	mm10	ENCSR702MVT	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	C	14	M	2	C_14_M_2	2	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			2	2_1	"/files/ENCFF680NCT/, /files/ENCFF363TFV/"	11878367	ENCODE Processing Pipeline	afe1bda0e578a302e86d5a3908ad147b		https://www.encodeproject.org/files/ENCFF667BNZ/@@download/ENCFF667BNZ.tsv	M21			released	s3://encode-public/2021/07/21/535317cb-b847-4a87-8f91-1b0b7446ab95/ENCFF667BNZ.tsv	ENCODE4 v1.2.3 mm10 M21	released							C_14_M_2
ENCFF938LYK	mm10	ENCSR712PLG	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	C	18m	F	1	C_18m_F_1	1	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			1	1_1	"/files/ENCFF284FJZ/, /files/ENCFF363TFV/"	11882795	ENCODE Processing Pipeline	55aeeae54e9cd4d9b0cc58cdb30d7929		https://www.encodeproject.org/files/ENCFF833HPL/@@download/ENCFF833HPL.tsv	M21			released	s3://encode-public/2021/07/21/89767051-4e12-46a2-b6e2-eff48e650f50/ENCFF833HPL.tsv	ENCODE4 v1.2.3 mm10 M21	released							C_18m_F_1
ENCFF938LYK	mm10	ENCSR712PLG	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	C	18m	F	2	C_18m_F_2	2	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			2	2_1	"/files/ENCFF080JPF/, /files/ENCFF363TFV/"	11868344	ENCODE Processing Pipeline	d63e01824c558ec155d15368cd0afe1c		https://www.encodeproject.org/files/ENCFF917VKS/@@download/ENCFF917VKS.tsv	M21			released	s3://encode-public/2021/07/21/82d1f1ee-e62a-46ec-8a7a-8366cbd7b039/ENCFF917VKS.tsv	ENCODE4 v1.2.3 mm10 M21	released							C_18m_F_2
ENCFF938LYK	mm10	ENCSR723XFW	total RNA-seq	/mouse-donors/ENCDO996MUL/	NTR:0000646	left cerebral cortex	C	8m	F	1	C_8m_F_1	1	tissue	Mus musculus	RNA					reverse	2/23/22	ENCODE			1	1_1	"/files/ENCFF363TFV/, /files/ENCFF195KHW/"	11872164	ENCODE Processing Pipeline	bf2adab56723793efda1e7239250d42b		https://www.encodeproject.org/files/ENCFF907UUI/@@download/ENCFF907UUI.tsv	M21			released	s3://encode-public/2022/02/10/59ab1cae-d60e-4636-a4aa-50ed397c3682/ENCFF907UUI.tsv	ENCODE4 v1.2.4 mm10 M21	released							C_8m_F_1
ENCFF938LYK	mm10	ENCSR723XFW	total RNA-seq	/mouse-donors/ENCDO996MUL/	NTR:0000646	left cerebral cortex	C	8m	F	2	C_8m_F_2	2	tissue	Mus musculus	RNA					reverse	2/23/22	ENCODE			2	2_1	"/files/ENCFF363TFV/, /files/ENCFF836TWL/"	11872659	ENCODE Processing Pipeline	f7fa81ea6ec438e511ee9f6f50d46ce4		https://www.encodeproject.org/files/ENCFF692XOT/@@download/ENCFF692XOT.tsv	M21			released	s3://encode-public/2022/02/10/6630aa9d-d72d-4a0d-81fa-a2635bbca067/ENCFF692XOT.tsv	ENCODE4 v1.2.4 mm10 M21	released							C_8m_F_2
ENCFF938LYK	mm10	ENCSR757VTG	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	C	4	F	1	C_4_F_1	1	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			1	1_1	"/files/ENCFF363TFV/, /files/ENCFF932WMJ/"	11878645	ENCODE Processing Pipeline	5c0c0b7f62ad0586d595a31ab855c66a		https://www.encodeproject.org/files/ENCFF784DOH/@@download/ENCFF784DOH.tsv	M21			released	s3://encode-public/2021/07/21/ec00915f-a169-4969-9aa5-5e888717a786/ENCFF784DOH.tsv	ENCODE4 v1.2.3 mm10 M21	released							C_4_F_1
ENCFF938LYK	mm10	ENCSR757VTG	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	C	4	F	2	C_4_F_2	2	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			2	2_1	"/files/ENCFF363TFV/, /files/ENCFF144NSH/"	11875535	ENCODE Processing Pipeline	f733b911f8f7c0e3fbea5fc85b894254		https://www.encodeproject.org/files/ENCFF861DNB/@@download/ENCFF861DNB.tsv	M21			released	s3://encode-public/2021/07/21/5ed23ee3-c406-4ac4-a0be-6c0518445064/ENCFF861DNB.tsv	ENCODE4 v1.2.3 mm10 M21	released							C_4_F_2
ENCFF938LYK	mm10	ENCSR764GMN	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	C	25	M	1	C_25_M_1	1	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			1	1_1	"/files/ENCFF363TFV/, /files/ENCFF298RMW/"	11878678	ENCODE Processing Pipeline	8c801953b78d5d860c7ac9a7c2046fe1		https://www.encodeproject.org/files/ENCFF434NJS/@@download/ENCFF434NJS.tsv	M21			released	s3://encode-public/2021/07/21/98b8b6b4-419e-4a45-8dbb-73717c3c8293/ENCFF434NJS.tsv	ENCODE4 v1.2.3 mm10 M21	released							C_25_M_1
ENCFF938LYK	mm10	ENCSR764GMN	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	C	25	M	2	C_25_M_2	2	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			2	2_1	"/files/ENCFF363TFV/, /files/ENCFF455IHQ/"	11883417	ENCODE Processing Pipeline	bf523d5f3dcc952012cf7c65b92a6f89		https://www.encodeproject.org/files/ENCFF518KQJ/@@download/ENCFF518KQJ.tsv	M21			released	s3://encode-public/2021/07/21/fa8d7eed-fc8d-4fe5-9f75-b3c61905671d/ENCFF518KQJ.tsv	ENCODE4 v1.2.3 mm10 M21	released							C_25_M_2
ENCFF938LYK	mm10	ENCSR774DTO	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	C	14	F	1	C_14_F_1	1	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			1	1_1	"/files/ENCFF431JUZ/, /files/ENCFF363TFV/"	11881941	ENCODE Processing Pipeline	16594655077a582c9a44f9754ef0f8f0		https://www.encodeproject.org/files/ENCFF455XPL/@@download/ENCFF455XPL.tsv	M21			released	s3://encode-public/2021/07/21/7d6af55d-731c-42b8-98bc-086a2c7820c8/ENCFF455XPL.tsv	ENCODE4 v1.2.3 mm10 M21	released							C_14_F_1
ENCFF938LYK	mm10	ENCSR774DTO	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	C	14	F	2	C_14_F_2	2	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			2	2_1	"/files/ENCFF363TFV/, /files/ENCFF070IDV/"	11880918	ENCODE Processing Pipeline	28c160935ffbe804f3f370eb6ce6b72b		https://www.encodeproject.org/files/ENCFF585AWT/@@download/ENCFF585AWT.tsv	M21			released	s3://encode-public/2021/07/21/727176fc-2c7b-4826-8b4e-263282b3945b/ENCFF585AWT.tsv	ENCODE4 v1.2.3 mm10 M21	released							C_14_F_2
ENCFF938LYK	mm10	ENCSR841KGE	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	C	4	M	1	C_4_M_1	1	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			1	1_1	"/files/ENCFF363TFV/, /files/ENCFF837EDF/"	11872115	ENCODE Processing Pipeline	9458aa88c0335bca87e02f5e4508a3f8		https://www.encodeproject.org/files/ENCFF800OQC/@@download/ENCFF800OQC.tsv	M21			released	s3://encode-public/2021/07/22/6d037b20-2136-4707-87db-a9c8734c40ae/ENCFF800OQC.tsv	ENCODE4 v1.2.3 mm10 M21	released							C_4_M_1
ENCFF938LYK	mm10	ENCSR841KGE	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	C	4	M	2	C_4_M_2	2	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			2	2_1	"/files/ENCFF363TFV/, /files/ENCFF373LYG/"	11876817	ENCODE Processing Pipeline	13df944efa81553cb156f201114311a2		https://www.encodeproject.org/files/ENCFF949EYD/@@download/ENCFF949EYD.tsv	M21			released	s3://encode-public/2021/07/22/2eabe8c2-987c-40a7-a9a9-4922688e8b96/ENCFF949EYD.tsv	ENCODE4 v1.2.3 mm10 M21	released							C_4_M_2
ENCFF938LYK	mm10	ENCSR864IYS	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	C	36	M	1	C_36_M_1	1	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			1	1_1	"/files/ENCFF576FZT/, /files/ENCFF363TFV/"	11877245	ENCODE Processing Pipeline	1ca5c97e282ffd069bc42c412b606160		https://www.encodeproject.org/files/ENCFF404VUF/@@download/ENCFF404VUF.tsv	M21			released	s3://encode-public/2021/07/20/68d8d4f6-7ba3-47b2-98a9-e12ba4b33860/ENCFF404VUF.tsv	ENCODE4 v1.2.3 mm10 M21	released							C_36_M_1
ENCFF938LYK	mm10	ENCSR864IYS	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	C	36	M	2	C_36_M_2	2	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			2	2_1	"/files/ENCFF257BDN/, /files/ENCFF363TFV/"	11872171	ENCODE Processing Pipeline	d9d450ea0c7c700ffeffe5662b1ed4ea		https://www.encodeproject.org/files/ENCFF408QMD/@@download/ENCFF408QMD.tsv	M21			released	s3://encode-public/2021/07/20/cb635f64-991e-4543-8a26-270cfdb95d21/ENCFF408QMD.tsv	ENCODE4 v1.2.3 mm10 M21	released							C_36_M_2
ENCFF938LYK	mm10	ENCSR946YUY	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	C	36	F	1	C_36_F_1	1	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			1	1_1	"/files/ENCFF363TFV/, /files/ENCFF409CNF/"	11875960	ENCODE Processing Pipeline	ac1b4b064a6b5798f7049285a9a2dfdd		https://www.encodeproject.org/files/ENCFF068HYN/@@download/ENCFF068HYN.tsv	M21			released	s3://encode-public/2021/07/20/a5cdb785-15a6-4175-ad9b-7a3744c9b570/ENCFF068HYN.tsv	ENCODE4 v1.2.3 mm10 M21	released							C_36_F_1
ENCFF938LYK	mm10	ENCSR946YUY	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	C	36	F	2	C_36_F_2	2	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			2	2_1	"/files/ENCFF363TFV/, /files/ENCFF008NBE/"	11886082	ENCODE Processing Pipeline	9f0f6cb0b1942ab7c4f4ff66582d222d		https://www.encodeproject.org/files/ENCFF031XSD/@@download/ENCFF031XSD.tsv	M21			released	s3://encode-public/2021/07/20/82831014-6a00-45dc-b795-fd74e342a10c/ENCFF031XSD.tsv	ENCODE4 v1.2.3 mm10 M21	released							C_36_F_2
ENCFF938LYK	mm10	ENCSR996TVY	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	C	18m	M	1	C_18m_M_1	1	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			1	1_1	"/files/ENCFF657OGT/, /files/ENCFF363TFV/"	11865107	ENCODE Processing Pipeline	1f77e9b5cff2c92bce7d4ca7e80efc7b		https://www.encodeproject.org/files/ENCFF489GTO/@@download/ENCFF489GTO.tsv	M21			released	s3://encode-public/2021/07/20/37ec49c3-fbff-4d72-94b9-93965ddb2098/ENCFF489GTO.tsv	ENCODE4 v1.2.3 mm10 M21	released							C_18m_M_1
ENCFF938LYK	mm10	ENCSR996TVY	total RNA-seq	/mouse-donors/ENCDO509HIY/	NTR:0000646	left cerebral cortex	C	18m	M	2	C_18m_M_2	2	tissue	Mus musculus	RNA					reverse	8/18/21	ENCODE			2	2_1	"/files/ENCFF919NSB/, /files/ENCFF363TFV/"	11879820	ENCODE Processing Pipeline	e797b0e44eeff7897ed583b94b97cf69		https://www.encodeproject.org/files/ENCFF715VBJ/@@download/ENCFF715VBJ.tsv	M21			released	s3://encode-public/2021/07/20/667da3b9-cf27-4824-bdb8-4b17bd323caf/ENCFF715VBJ.tsv	ENCODE4 v1.2.3 mm10 M21	released							C_18m_M_2
ENCFF938LYK	mm10	ENCSR000CHJ	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002101	limb	LB	14.5	NA_BR	1	LB_14.5_NA_BR_1	1	tissue	Mus musculus	polyadenylated mRNA					unstranded	5/4/12	ENCODE	see document	>200	1	1_1	"/files/ENCFF081JBT/, /files/ENCFF363TFV/"	13099600	ENCODE Processing Pipeline	53a2f7e7b237e07b15fce556cfe39c1f		https://www.encodeproject.org/files/ENCFF221VHU/@@download/ENCFF221VHU.tsv	M21			released	s3://encode-public/2021/03/15/9a9044b0-9fd0-4f21-9d56-60a797729d8d/ENCFF221VHU.tsv	ENCODE4 v1.2.1 mm10 M21	released	low replicate concordance	"insufficient read depth, insufficient read length, missing spikeins"					LB_14.5_NA_1
ENCFF938LYK	mm10	ENCSR000CHJ	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002101	limb	LB	14.5	NA_BR	2	LB_14.5_NA_BR_2	2	tissue	Mus musculus	polyadenylated mRNA					unstranded	5/4/12	ENCODE	see document	>200	2	2_1	"/files/ENCFF363TFV/, /files/ENCFF970OKP/"	13099980	ENCODE Processing Pipeline	e4f83e0d9e39266eb4bfdceb20248867		https://www.encodeproject.org/files/ENCFF707TCV/@@download/ENCFF707TCV.tsv	M21			released	s3://encode-public/2021/03/15/c7fd6285-d5c9-45ae-934a-061471d51159/ENCFF707TCV.tsv	ENCODE4 v1.2.1 mm10 M21	released	low replicate concordance	"insufficient read depth, insufficient read length, missing spikeins"					LB_14.5_NA_2
ENCFF938LYK	mm10	ENCSR216NEG	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002101	limb	LB	14.5	NA	1	LB_14.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	12/17/14	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF503XXI/, /files/ENCFF363TFV/"	11888932	ENCODE Processing Pipeline	a18063cd13e225182dcd8f08a2d4be34		https://www.encodeproject.org/files/ENCFF394CND/@@download/ENCFF394CND.tsv	M21			released	s3://encode-public/2021/03/15/5930751d-f725-433f-8284-ebde3235c61d/ENCFF394CND.tsv	ENCODE4 v1.2.1 mm10 M21	released							LB_14.5_NA_1
ENCFF938LYK	mm10	ENCSR216NEG	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002101	limb	LB	14.5	NA	2	LB_14.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	12/17/14	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF765REP/, /files/ENCFF363TFV/"	11886038	ENCODE Processing Pipeline	51fbff91b06ca3d534716de62eb7cc71		https://www.encodeproject.org/files/ENCFF939IEX/@@download/ENCFF939IEX.tsv	M21			released	s3://encode-public/2021/03/15/e97e2850-b27c-46e3-adad-dcffca201423/ENCFF939IEX.tsv	ENCODE4 v1.2.1 mm10 M21	released							LB_14.5_NA_2
ENCFF938LYK	mm10	ENCSR347SQR	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002101	limb	LB	13.5	NA	1	LB_13.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF771BRE/, /files/ENCFF363TFV/"	11883248	ENCODE Processing Pipeline	d2b21cec9408f7826b996ae0674398d0		https://www.encodeproject.org/files/ENCFF710BPJ/@@download/ENCFF710BPJ.tsv	M21			released	s3://encode-public/2021/03/15/f3dcbf1e-6d14-4349-8236-899dd74d564b/ENCFF710BPJ.tsv	ENCODE4 v1.2.1 mm10 M21	released							LB_13.5_NA_1
